nro_solicitud,periodo,categoria,prestacion,tipo,fecha_ingreso,hora_ingreso,distrito,urbanizacion,via,numero,referencia,canal,latitud,longitud,genero,estado
00002131/23,202303,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-03-28,18:53:43,Lurigancho-Chosica,Ñaña,Ca. Trujillo Norte,cdra. 26,a media cuadra de Carretera Central,Facebook,-11.941708,-76.704628,M,Cerrado
00002132/23,202303,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-03-28,19:19:47,San Miguel,Maranga,Av. La Marina,2818,,X,-12.085453,-77.090258,F,Cerrado
00002133/23,202303,Otros,Inconvenientes con la obtención de un turno en Centro de Salud u Hospital Público,Reclamo,2023-03-28,19:25:16,San Juan de Lurigancho,Zárate,,,,Línea telefónica,-12.028025,-77.016249,M,Cerrado
00002134/23,202303,Limpieza Pública,Mejora de barrido,Reclamo,2023-03-28,19:29:01,San Borja,San Borja Sur,Ca. Los Zorzales,cdra. 8,frente a la losa deportiva,Línea telefónica,-12.091091,-76.993504,M,Cerrado
00002135/23,202303,Otros,Obstrucción de calle o vereda por elementos fijos o móviles,Denuncia,2023-03-28,19:52:55,San Juan de Lurigancho,Zárate,Av. El Sol de Zárate,926,,Línea telefónica,-11.968417,-77.024182,F,En proceso
00002136/23,202303,Limpieza Pública,Mejora de barrido,Reclamo,2023-03-28,20:12:21,Ate,Huaycán,Ca. Los Cipreses,480,,X,-12.020536,-76.925924,M,Cerrado
00002137/23,202303,Seguridad Ciudadana (Serenazgo),Mayor presencia policial,Solicitud,2023-03-28,20:15:30,San Juan de Lurigancho,Zárate,Av. Las Flores de Primavera,948,,X,-11.974613,-76.964219,M,Cerrado
00002138/23,202303,Alumbrado Público,Reparación de luminaria apagada durante la noche,Solicitud,2023-03-28,20:35:42,Santiago de Surco,Higuereta,Av. El Polo,cdra. 10,frente a la losa deportiva,X,-12.131524,-76.993521,F,Cerrado
00002139/23,202303,Limpieza Pública,Reparación de contenedor,Solicitud,2023-03-28,20:52:37,Lurín,Km 40,Av. San Pedro,3602,,Facebook,-12.243348,-76.848137,M,Cerrado
00002140/23,202303,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-03-28,22:23:40,Puente Piedra,Laderas de Chillón,Av. Puente Piedra,430,,X,-11.888017,-77.099211,F,Cerrado
00002141/23,202303,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-03-28,22:49:45,Ate,Santa Clara,Av. Prolongación Javier Prado,2530,,Facebook,-12.065666,-76.902204,M,Cerrado
00002142/23,202303,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-03-29,01:39:49,Villa El Salvador,Sector 3,Ca. Los Álamos del Sur,2177,,Facebook,-12.190542,-76.957985,M,Cerrado
00002143/23,202303,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-03-29,08:23:30,Villa El Salvador,Oasis de Villa,Ca. Los Álamos del Sur,2516,,Facebook,-12.208344,-76.927833,F,Cerrado
00002144/23,202303,Tránsito/Transporte,Repintado / reparación de marca vial en calle o sardinel,Solicitud,2023-03-29,08:29:35,Barranco,La Ermita,Ca. Cajamarca,734,,Línea telefónica,-12.137389,-77.019575,F,Cerrado
00002145/23,202303,Seguridad Ciudadana (Serenazgo),Mayor presencia policial,Solicitud,2023-03-29,08:37:29,Los Olivos,Pro,Av. Carlos Izaguirre,1640,,X,-11.968037,-77.048711,F,Cerrado
00002146/23,202303,Otros,Información sobre enfermedades transmitidas por mosquitos,Solicitud,2023-03-29,08:50:45,San Miguel,Maranga,Av. Universitaria,2849,,Línea telefónica,-12.068492,-77.096543,F,En proceso
00002147/23,202303,Tránsito/Transporte,Nivelación de tapa de empresa de servicio público en vereda,Solicitud,2023-03-29,08:53:41,Cercado de Lima,Barrios Altos,Av. Nicolás de Piérola,1095,,Facebook,-12.047287,-77.023534,F,Ingresado
00002148/23,202303,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-03-29,09:22:21,Villa El Salvador,Parque Industrial,Av. Revolución,3782,,X,-12.234621,-76.959819,F,Cerrado
00002149/23,202303,Otros,Reparación de vereda,Solicitud,2023-03-29,09:49:57,San Juan de Lurigancho,Canto Grande,Av. Fernando Wiesse,415,,Facebook,-12.024818,-76.967839,No especificado,Ingresado
00002150/23,202303,Otros,Reparación de vereda,Solicitud,2023-03-29,09:50:17,Pachacámac,Paul Poblet,Av. Paul Poblet Lind,1445,,Facebook,-12.235948,-76.860262,F,Cerrado
00002151/23,202303,Tránsito/Transporte,Reposición de tapa de empresa de servicio público en vereda,Solicitud,2023-03-29,10:01:22,San Martín de Porres,Palao,Av. Universitaria,1054,,Facebook,-12.047507,-77.064447,No especificado,Cerrado
00002152/23,202303,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-03-29,10:01:34,Ate,Mayorazgo,Av. La Molina,3676,,X,-11.994124,-76.952039,F,Cerrado
00002153/23,202303,Otros,Pintura sobre grafitis,Solicitud,2023-03-29,10:02:01,Comas,El Retablo,Av. Micaela Bastidas,661,,X,-11.900656,-77.065072,F,Cerrado
00002154/23,202303,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-03-29,10:05:54,San Juan de Lurigancho,Zárate,Av. Gran Chimú,3144,,Facebook,-11.970998,-77.000954,F,Cerrado
00002155/23,202303,Tránsito/Transporte,Nivelación de tapa de empresa de servicio público en vereda,Solicitud,2023-03-29,10:22:55,Puente Piedra,Zapallal,Ca. Los Jazmines,19,,X,-11.855625,-77.081818,F,Cerrado
00002156/23,202303,Limpieza Pública,Reparación de tacho de basura,Solicitud,2023-03-29,10:29:46,Ate,Huaycán,Av. Prolongación Javier Prado,521,,Facebook,-12.03906,-76.955409,F,Cerrado
00002157/23,202303,Otros,Pintura sobre grafitis,Solicitud,2023-03-29,10:32:14,San Juan de Lurigancho,Mangomarca,Av. Próceres de la Independencia,649,,Facebook,-12.021689,-77.016025,F,Ingresado
00002158/23,202303,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-03-29,10:50:56,Comas,Collique,Av. Micaela Bastidas,cdra. 21,frente a la losa deportiva,X,-11.928373,-77.030614,M,Cerrado
00002159/23,202303,Otros,Reparación de vereda,Solicitud,2023-03-29,10:55:31,Chorrillos,San Genaro,Av. Guardia Civil,11060,,Facebook,-12.193997,-77.032662,No especificado,Derivado
00002160/23,202303,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-03-29,10:59:30,Comas,Año Nuevo,Av. Belaunde,761,,Facebook,-11.925332,-77.067666,F,Cerrado
00002161/23,202303,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-03-29,11:06:07,Ate,Ceres,Av. Metropolitana,467,,Facebook,-12.052107,-76.912537,F,Cerrado
00002162/23,202303,Otros,Hidrolavado por grafitis/pegatinas,Solicitud,2023-03-29,11:09:15,Puente Piedra,Shangri-La,Av. San Juan de Dios,2915,,Facebook,-11.874149,-77.102128,F,Ingresado
00002163/23,202303,Limpieza Pública,Vaciado de contenedor,Reclamo,2023-03-29,11:13:27,Jesús María,San José,Av. San Felipe,808,,Línea telefónica,-12.07082,-77.042521,F,Cerrado
00002164/23,202303,Otros,Retiro de objetos en desuso,Solicitud,2023-03-29,11:18:28,San Juan de Lurigancho,Mangomarca,Av. Las Flores de Primavera,1976,,Facebook,-11.973434,-76.988406,F,Cerrado
00002165/23,202303,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-03-29,11:19:56,Lurín,Km 40,Av. Manuel Valle,4061,,X,-12.269672,-76.876848,M,Cerrado
00002166/23,202303,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-03-29,11:24:12,Breña,Garden City,Av. Arica,3260,,Facebook,-12.058239,-77.057227,M,Cerrado
00002167/23,202303,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-03-29,11:28:49,Los Olivos,Pro,Av. Universitaria,5191,,X,-11.958437,-77.057645,No especificado,Ingresado
00002168/23,202303,Otros,Pintura sobre grafitis,Solicitud,2023-03-29,11:30:50,Breña,Chacra Colorada,Av. Bolivia,5153,,X,-12.06252,-77.047912,No especificado,Cerrado
00002169/23,202303,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-03-29,11:34:51,Carabayllo,Santa Isabel,Av. Camino Real de Carabayllo,2774,,Línea telefónica,-11.841743,-77.019798,M,Cerrado
00002170/23,202303,Otros,Hidrolavado por grafitis/pegatinas,Solicitud,2023-03-29,11:44:06,Chorrillos,La Campiña,Av. Defensores del Morro,434,,Facebook,-12.183559,-77.035058,F,Cerrado
00002171/23,202303,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-03-29,11:52:04,Miraflores,Armendáriz,Av. Benavides,698,,X,-12.129087,-77.019769,F,Cerrado
00002172/23,202303,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-03-29,11:58:39,San Juan de Lurigancho,Bayóvar,Av. Las Flores de Primavera,478,,X,-11.992193,-77.017689,F,Cerrado
00002173/23,202303,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-03-29,12:05:34,Los Olivos,Covida,Av. Las Palmeras,3511,,Facebook,-11.967889,-77.065973,F,Cerrado
00002174/23,202303,Otros,Pintura sobre grafitis,Solicitud,2023-03-29,12:25:59,Chorrillos,Matellini,Ca. Los Laureles,2853,,X,-12.190429,-77.0057,F,Derivado
00002175/23,202303,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-03-29,12:30:13,San Juan de Miraflores,María Auxiliadora,Av. San Juan,3182,,Línea telefónica,-12.179069,-76.985146,M,Cerrado
00002176/23,202303,Limpieza Pública,Reubicación de contenedor,Solicitud,2023-03-29,12:37:32,San Martín de Porres,Naranjal,Av. Universitaria,2376,,Línea telefónica,-12.012914,-77.080822,M,Cerrado
00002177/23,202303,Tránsito/Transporte,Reparación de rampa de accesibilidad,Solicitud,2023-03-29,12:42:11,Breña,Azcona,Av. Arica,1699,,X,-12.053726,-77.04588,F,Cerrado
00002178/23,202303,Otros,Pintura sobre grafitis,Solicitud,2023-03-29,12:50:46,Comas,La Pascana,Av. Universitaria,2871,,X,-11.941308,-77.043685,F,En proceso
00002179/23,202303,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-03-29,12:59:52,Independencia,Payet,Av. Túpac Amaru,173,,Facebook,-12.001126,-77.048557,M,Cerrado
00002180/23,202303,Otros,Retiro de objetos en desuso,Solicitud,2023-03-29,13:32:28,Lince,Risso,Ca. Las Zorzales,1558,,Facebook,-12.082368,-77.03653,F,Cerrado
00002181/23,202303,Limpieza Pública,"Desratizar, desinsectar y desinfectar en vía pública",Solicitud,2023-03-29,13:54:44,Comas,Santa Luzmila,Ca. Los Incas,6411,,Línea telefónica,-11.955555,-77.054771,F,Cerrado
00002182/23,202303,Tránsito/Transporte,Reparación de vereda por raíces de árbol que producen roturas,Solicitud,2023-03-29,13:59:28,Ate,Santa Clara,Av. Nicolás Ayllón,4481,,Facebook,-11.999225,-76.949346,F,Cerrado
00002183/23,202303,Otros,Reparación de vereda,Solicitud,2023-03-29,14:04:48,San Martín de Porres,Condevilla,Av. José Granda,2792,,X,-11.992742,-77.066553,No especificado,Ingresado
00002184/23,202303,Alumbrado Público,Mayor iluminación en calle / plaza,Solicitud,2023-03-29,14:30:52,Cercado de Lima,Barrios Altos,Jr. Áncash,4600,,Facebook,-12.039952,-77.052466,M,Cerrado
00002185/23,202303,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-03-29,14:36:22,San Juan de Lurigancho,Zárate,Av. Fernando Wiesse,1330,,X,-11.995928,-76.957376,F,Cerrado
00002186/23,202303,Tránsito/Transporte,Nivelación de tapa de empresa de servicio público en vereda,Solicitud,2023-03-29,14:39:04,Rímac,Leoncio Prado,Jr. Hualgayoc,3169,,Facebook,-12.015889,-77.031867,No especificado,Cerrado
00002187/23,202303,Otros,Reparación de vereda,Solicitud,2023-03-29,14:40:10,Breña,Chacra Colorada,Av. Arica,2799,,Facebook,-12.064677,-77.04277,No especificado,Derivado
00002188/23,202303,Otros,Obstrucción de calle o vereda por elementos fijos o móviles,Denuncia,2023-03-29,14:57:54,Rímac,Leoncio Prado,Jr. Hualgayoc,854,,X,-12.022835,-77.038614,F,Ingresado
00002189/23,202303,Tránsito/Transporte,Reparación de cuneta,Solicitud,2023-03-29,15:12:08,Chorrillos,Túpac Amaru,Av. Defensores del Morro,385,,X,-12.147591,-77.024543,No especificado,Derivado
00002190/23,202303,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-03-29,15:51:44,San Juan de Lurigancho,Zárate,Av. Gran Chimú,1033,,Facebook,-12.002252,-77.032712,F,Cerrado
00002191/23,202303,Tránsito/Transporte,Nivelación de tapa de empresa de servicio público en vereda,Solicitud,2023-03-29,16:00:21,Villa María del Triunfo,San Francisco de la Tablada,Av. Salvador Allende,cdra. 8,cerca a la comisaría del sector,X,-12.185261,-76.937186,No especificado,Cerrado
00002192/23,202303,Alumbrado Público,Reparación de luminaria apagada durante la noche,Solicitud,2023-03-29,16:06:57,San Juan de Lurigancho,Bayóvar,Av. El Sol de Zárate,3940,,X,-11.970884,-77.027887,M,Cerrado
00002193/23,202303,Tránsito/Transporte,Nivelación de tapa de empresa de servicio público en vereda,Solicitud,2023-03-29,16:52:54,Breña,Azcona,Jr. Jorge Chávez,3061,,Facebook,-12.054754,-77.056075,No especificado,Cerrado
00002194/23,202303,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-03-29,16:58:41,Santa Anita,Universal,Av. Santiago de Chuco,cdra. 14,frente al mercado del barrio,Facebook,-12.049679,-76.960824,M,Cerrado
00002195/23,202303,Ruido/Contaminación sonora,Ruidos molestos y vibraciones,Denuncia,2023-03-29,17:11:20,Pucusana,Las Ninfas,Malecón San Martín,1704,,Facebook,-12.48948,-76.789786,F,Cerrado
00002196/23,202303,Seguridad Ciudadana (Serenazgo),Mayor presencia policial,Solicitud,2023-03-29,17:28:44,Ate,Salamanca,Av. La Molina,2222,,Línea telefónica,-12.017371,-76.881877,F,Cerrado
00002197/23,202303,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-03-29,17:35:07,Comas,Año Nuevo,Av. Universitaria,2261,,Facebook,-11.919122,-77.058402,M,Cerrado
00002198/23,202303,Limpieza Pública,Reubicación de contenedor,Solicitud,2023-03-29,18:01:58,Lurigancho-Chosica,Jicamarca,Av. Las Torres,1109,,Línea telefónica,-11.950729,-76.746642,M,Cerrado
00002199/23,202303,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-03-29,18:17:01,San Juan de Lurigancho,Zárate,Av. Fernando Wiesse,cdra. 5,frente a la losa deportiva,X,-11.930983,-76.98817,M,Cerrado
00002200/23,202303,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-03-29,18:27:30,Carabayllo,Lucyana,Av. San Felipe,1114,,X,-11.85946,-77.03954,M,Ingresado
00002201/23,202303,Ruido/Contaminación sonora,Ruidos molestos y vibraciones,Denuncia,2023-03-29,18:35:02,Ate,Mayorazgo,Av. José Carlos Mariátegui,1757,,Facebook,-12.04439,-76.905621,M,Cerrado
00002202/23,202303,Limpieza Pública,Retiro de muebles y electrodomésticos en desuso,Solicitud,2023-03-29,18:53:01,Ate,Mayorazgo,Av. Prolongación Javier Prado,3081,,Línea telefónica,-12.046646,-76.946547,F,Cerrado
00002203/23,202303,Alumbrado Público,Mayor iluminación en calle / plaza,Solicitud,2023-03-29,19:37:12,San Juan de Lurigancho,Canto Grande,Av. Canto Grande,2951,,Línea telefónica,-12.019196,-76.997867,M,Cerrado
00002204/23,202303,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-03-29,19:41:00,Villa María del Triunfo,Nueva Esperanza,Av. El Triunfo,1956,,X,-12.137272,-76.924484,F,Cerrado
00002205/23,202303,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-03-29,20:11:43,Lurigancho-Chosica,Carapongo,Av. Las Torres,1098,,Facebook,-11.9257,-76.734796,F,Cerrado
00002206/23,202303,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-03-29,21:50:40,San Martín de Porres,Fiori,Av. José Granda,2600,,X,-12.021924,-77.094071,F,Cerrado
00002207/23,202303,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-03-29,21:58:31,San Martín de Porres,Palao,Av. Perú,1770,,X,-12.01792,-77.114258,M,Cerrado
00002208/23,202303,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-03-29,22:33:54,Villa María del Triunfo,Nueva Esperanza,Ca. Las Magnolias,1841,,X,-12.176986,-76.931034,M,Cerrado
00002209/23,202303,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-03-29,23:20:24,Carabayllo,San Pedro de Carabayllo,Ca. Los Geranios,1368,,X,-11.813984,-77.070858,M,Cerrado
00002210/23,202303,Áreas Verdes,Problemas con intervenciones de arbolado,Reclamo,2023-03-30,00:34:01,Lurín,Julio C. Tello,Av. Manuel Valle,5153,,X,-12.263489,-76.834988,M,Cerrado
00002211/23,202303,Limpieza Pública,Reparación de contenedor,Solicitud,2023-03-30,07:55:53,Puente Piedra,Jerusalén,Panamericana Norte,465,,Línea telefónica,-11.883417,-77.087045,F,Cerrado
00002212/23,202303,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-03-30,08:32:25,Cercado de Lima,Unidad Vecinal Mirones,Av. Abancay,4295,,X,-12.065448,-77.036033,F,Cerrado
00002213/23,202303,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-03-30,08:39:34,Villa María del Triunfo,César Vallejo,Av. El Triunfo,5747,,Facebook,-12.134901,-76.949489,M,Cerrado
00002214/23,202303,Tránsito/Transporte,Reparación de bache - Apertura hundida,Solicitud,2023-03-30,09:05:49,San Juan de Lurigancho,Canto Grande,Av. Gran Chimú,905,,X,-11.943202,-76.976776,No especificado,Cerrado
00002215/23,202303,Tránsito/Transporte,Nivelación de tapa de empresa de servicio público en vereda,Solicitud,2023-03-30,09:15:00,Carabayllo,El Progreso,Av. Camino Real de Carabayllo,7461,,Facebook,-11.830188,-77.037105,No especificado,Cerrado
00002216/23,202303,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-03-30,09:17:13,San Juan de Lurigancho,Canto Grande,Av. Las Flores de Primavera,2073,,X,-12.028111,-77.042452,No especificado,En proceso
00002217/23,202303,Otros,Reparación de vereda,Solicitud,2023-03-30,09:24:30,Lurín,Nuevo Lurín,Av. San Pedro,1216,,Facebook,-12.258183,-76.83565,No especificado,Cerrado
00002218/23,202303,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-03-30,09:29:34,Comas,Año Nuevo,Av. Micaela Bastidas,851,,Facebook,-11.955659,-77.035674,No especificado,Cerrado
00002219/23,202303,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-03-30,09:34:33,San Martín de Porres,Condevilla,Av. José Granda,2635,,X,-12.049243,-77.096309,No especificado,Cerrado
00002220/23,202303,Tránsito/Transporte,Nivelación de tapa de empresa de servicio público en vereda,Solicitud,2023-03-30,09:42:28,Chorrillos,Los Cedros de Villa,Av. Guardia Civil,2385,,Facebook,-12.192917,-76.996364,F,Cerrado
00002221/23,202303,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-03-30,09:47:29,San Martín de Porres,Naranjal,Av. Canta Callao,2527,,X,-12.04082,-77.085558,No especificado,Cerrado
00002222/23,202303,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-03-30,09:55:23,San Juan de Lurigancho,Zárate,Av. El Sol de Zárate,1860,,X,-11.963501,-77.049957,M,Cerrado
00002223/23,202303,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-03-30,09:58:32,La Victoria,Matute,Av. México,4785,,X,-12.058797,-77.024914,F,Cerrado
00002224/23,202303,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-03-30,10:01:51,San Borja,Chacarilla del Estanque,Av. San Borja Norte,461,,Facebook,-12.096228,-76.988662,F,Cerrado
00002225/23,202303,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-03-30,10:03:36,Pueblo Libre,Los Cipreses,Ca. Los Libertadores,5331,,Facebook,-12.066025,-77.051257,M,Cerrado
00002226/23,202303,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-03-30,10:13:32,San Martín de Porres,Condevilla,Av. Perú,835,,Facebook,-12.043926,-77.063905,F,Cerrado
00002227/23,202303,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-03-30,10:17:06,San Juan de Lurigancho,Campoy,Av. Gran Chimú,2425,,X,-12.027684,-76.957755,No especificado,Cerrado
00002228/23,202303,Tránsito/Transporte,Construcción de rampa de accesibilidad,Solicitud,2023-03-30,10:23:56,Chorrillos,Túpac Amaru,Av. Huaylas,5302,,Línea telefónica,-12.176231,-77.04287,M,Derivado
00002229/23,202303,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-03-30,10:27:16,Pachacámac,Puente Manchay,Av. Manchay,1448,,Línea telefónica,-12.276883,-76.84562,M,Cerrado
00002230/23,202303,Limpieza Pública,Reubicación de contenedor,Solicitud,2023-03-30,10:34:17,San Juan de Lurigancho,Zárate,Av. El Sol de Zárate,3236,,Línea telefónica,-11.997087,-77.003989,F,Cerrado
